BranchesFrom,Vessel,VesselType,VesselSubType,BodyPart,BodySubPart,PortalSystem,FTU,Sex,Anastomoses,ArteryVeinConnects,ArteryVeinPair,ForBranchesSee,VirtualVessel,BranchSequence,SpatialReferenceObjectFemale,SpatialReferenceObjectMale,CoordX,CoordY,ReferenceURL,Reference,ReferenceDOI,VesselTypeID,VesselSubTypeID,BodyPartID,BodySubPartID,FTULabel,FTUID,UBERON,FMA,UBERONLabel,FMALabel,ASLabel,ASID,OtherUberonFmaNameList,TerminologiaAnatomica,OtherVesselNameList,VesselBaseName,FullVesselNameList,HasBranches,VirtualVesselOfList,VirtualVesselOfCount,VirtualInstances,VirtualPath,PathFromHeart,PathFromHeartWithIDs
lacrimal artery,zygomaticotemporal artery,artery,,head,,,,,,,,,0,999,,,,,https://ranzcrpart1.fandom.com/wiki/Arterial_supply_to_brain:Ophthalmic_artery_and_branches,https://ranzcrpart1.fandom.com/wiki/Arterial_supply_to_brain:Ophthalmic_artery_and_branches,,UBERON:0001637,,UBERON:0000033,,,,,,,,,,,,,zygomaticotemporal artery,zygomaticotemporal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;lacrimal artery;zygomaticotemporal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;lacrimal artery;lacrimal artery;UBERON:0001622;zygomaticotemporal artery;;
ophthalmic artery,long posterior ciliary artery,artery,,eye,,,,,,,,,0,999,,,,,https://en.wikipedia.org/wiki/Long_posterior_ciliary_arteries,https://en.wikipedia.org/wiki/Long_posterior_ciliary_arteries,,UBERON:0001637,,UBERON:0000970,,,,,fma70778,,Set of long posterior ciliary arteries,Set of long posterior ciliary arteries,fma70778,Long posterior ciliary arteries;Long posterior ciliary arteries set,Long posterior ciliary arteries,,long posterior ciliary artery,Long posterior ciliary arteries;Long posterior ciliary arteries set;long posterior ciliary artery;Set of long posterior ciliary arteries,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;long posterior ciliary artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;long posterior ciliary artery;Set of long posterior ciliary arteries;fma70778
ophthalmic artery,medial palpebral artery,artery,,eye,,,,,,,,,0,7,,,,,https://en.wikipedia.org/wiki/Medial_palpebral_arteries,https://en.wikipedia.org/wiki/Medial_palpebral_arteries,,UBERON:0001637,,UBERON:0000970,,,,UBERON:0014773,fma50012,medial palpebral artery,Medial palpebral artery,medial palpebral artery,UBERON:0014773,medial palpebral branch of ophthalmic artery,Medial palpebral arteries,,medial palpebral artery,Medial palpebral arteries;medial palpebral artery;medial palpebral branch of ophthalmic artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;medial palpebral artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;medial palpebral artery;medial palpebral artery;UBERON:0014773
ophthalmic artery,posterior ethmoidal artery,artery,,face,,,,,,,,,0,3,,,,,https://en.wikipedia.org/wiki/Posterior_ethmoidal_artery,https://en.wikipedia.org/wiki/Posterior_ethmoidal_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0012319,fma49989,posterior ethmoidal artery,Posterior ethmoidal artery,posterior ethmoidal artery,UBERON:0012319,a. ethmoidalis posterior;arteria ethmoidalis posterior,Posterior ethmoidal artery,,posterior ethmoidal artery,a. ethmoidalis posterior;arteria ethmoidalis posterior;posterior ethmoidal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;posterior ethmoidal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;posterior ethmoidal artery;posterior ethmoidal artery;UBERON:0012319
ophthalmic artery,short posterior ciliary artery,artery,,eye,,,,,,,,,0,999,,,,,https://en.wikipedia.org/wiki/Short_posterior_ciliary_arteries,https://en.wikipedia.org/wiki/Short_posterior_ciliary_arteries,,UBERON:0001637,,UBERON:0000970,,,,,fma70777,,Set of short posterior ciliary arteries,Set of short posterior ciliary arteries,fma70777,Short posterior ciliary arteries;Short posterior ciliary arteries set,Short posterior ciliary arteries,,short posterior ciliary artery,Set of short posterior ciliary arteries;Short posterior ciliary arteries;Short posterior ciliary arteries set;short posterior ciliary artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;short posterior ciliary artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;short posterior ciliary artery;Set of short posterior ciliary arteries;fma70777
short posterior ciliary artery,capillary layer of choroid,capillary,fenestrated,eye,,,,,,,,,0,1,,,,,https://en.wikipedia.org/wiki/Choroid,https://en.wikipedia.org/wiki/Choroid,,UBERON:0001982,UBERON:2005260,UBERON:0000970,,,,UBERON:0005336,fma58437,capillary layer of choroid,Capillary lamina of choroid,capillary layer of choroid,UBERON:0005336,inner layer of choroid proper,,,capillary layer of choroid,Capillary lamina of choroid;capillary layer of choroid;inner layer of choroid proper,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;short posterior ciliary artery;capillary layer of choroid,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;short posterior ciliary artery;Set of short posterior ciliary arteries;fma70777;capillary layer of choroid;capillary layer of choroid;UBERON:0005336
ophthalmic artery,supraorbital artery,artery,,eye,,,,,,,supraorbital vein,,0,4,,,,,https://en.wikipedia.org/wiki/Supraorbital_artery,https://en.wikipedia.org/wiki/Supraorbital_artery,,UBERON:0001637,,UBERON:0000970,,,,UBERON:0015160,fma49973,supraorbital artery,Supra-orbital artery,supraorbital artery,UBERON:0015160,arteria supraorbitalis,Supraorbital artery,,supraorbital artery,arteria supraorbitalis;Supra-orbital artery;supraorbital artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;supraorbital artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;supraorbital artery;supraorbital artery;UBERON:0015160
ophthalmic artery,supratrochlear artery,artery,,face,,,,,,,supratrochlear vein,,0,9,,,,,https://en.wikipedia.org/wiki/Supratrochlear_artery,https://en.wikipedia.org/wiki/Supratrochlear_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0012187,fma50025,frontal artery,Supratrochlear artery,frontal artery,UBERON:0012187,supratrochlear branch of ophthalmic artery,Supratrochlear artery,,supratrochlear artery,frontal artery;supratrochlear artery;supratrochlear branch of ophthalmic artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;supratrochlear artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;ophthalmic artery;ophthalmic artery;UBERON:0001619;supratrochlear artery;frontal artery;UBERON:0012187
internal carotid artery,posterior communicating artery,artery,,brain,,,,,posterior cerebral artery,,,,0,4,,,,,https://en.wikipedia.org/wiki/Posterior_communicating_artery,https://en.wikipedia.org/wiki/Posterior_communicating_artery,,UBERON:0001637,,UBERON:0000955,,,,UBERON:0001628,fma50084,posterior communicating artery,Posterior communicating artery,posterior communicating artery,UBERON:0001628,caudal communicating segment;posterior communicating segment of the basilar artery,Posterior communicating artery,,posterior communicating artery,caudal communicating segment;posterior communicating artery;posterior communicating segment of the basilar artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;posterior communicating artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;posterior communicating artery;posterior communicating artery;UBERON:0001628
internal carotid artery,superior hypophyseal artery,artery,,pituitary gland,,,,,,,,,0,3,,,,,https://en.wikipedia.org/wiki/Superior_hypophysial_artery,https://en.wikipedia.org/wiki/Superior_hypophysial_artery,,UBERON:0001637,,UBERON:0000007,,,,UBERON:0035404,fma49849,superior hypophysial artery,Superior hypophysial artery,superior hypophysial artery,UBERON:0035404,superior hypophyseal artery,Superior hypophyseal artery,,superior hypophyseal artery,superior hypophyseal artery;superior hypophysial artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;superior hypophyseal artery;superior hypophysial artery;UBERON:0035404
superior hypophyseal artery,external primary capillary plexus of median eminence,capillary,fenestrated,pituitary gland,,,,,,,,,0,1,,,,,https://basicmedicalkey.com/endocrine-system-3/,https://basicmedicalkey.com/endocrine-system-3/,,UBERON:0001982,UBERON:2005260,UBERON:0000007,,,,,,,,,,,,,external primary capillary plexus of median eminence,external primary capillary plexus of median eminence,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery;external primary capillary plexus of median eminence,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;superior hypophyseal artery;superior hypophysial artery;UBERON:0035404;external primary capillary plexus of median eminence;;
external primary capillary plexus of median eminence,internal primary capillary plexus of median eminence,capillary,fenestrated,pituitary gland,,,,,,,,,0,1,,,,,https://basicmedicalkey.com/endocrine-system-3/,https://basicmedicalkey.com/endocrine-system-3/,,UBERON:0001982,UBERON:2005260,UBERON:0000007,,,,,,,,,,,,,internal primary capillary plexus of median eminence,internal primary capillary plexus of median eminence,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery;external primary capillary plexus of median eminence;internal primary capillary plexus of median eminence,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;superior hypophyseal artery;superior hypophysial artery;UBERON:0035404;external primary capillary plexus of median eminence;;;internal primary capillary plexus of median eminence;;
internal primary capillary plexus of median eminence,long portal vessel of pituitary gland,vein,,pituitary gland,,hypophyseal portal system,,,,,,,0,1,,,,,https://basicmedicalkey.com/endocrine-system-3/,https://basicmedicalkey.com/endocrine-system-3/,,UBERON:0001638,,UBERON:0000007,,,,,fma0327575,,Hypophysial long portal vein,Hypophysial long portal vein,fma0327575,,,,long portal vessel of pituitary gland,Hypophysial long portal vein;long portal vessel of pituitary gland,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery;external primary capillary plexus of median eminence;internal primary capillary plexus of median eminence;long portal vessel of pituitary gland,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;superior hypophyseal artery;superior hypophysial artery;UBERON:0035404;external primary capillary plexus of median eminence;;;internal primary capillary plexus of median eminence;;;long portal vessel of pituitary gland;Hypophysial long portal vein;fma0327575
long portal vessel of pituitary gland,secondary capillary plexus of anterior pituitary gland,capillary,fenestrated,pituitary gland,,hypophyseal portal system,,,,hypophyseal vein,,,0,1,,,,,https://basicmedicalkey.com/endocrine-system-3/,https://basicmedicalkey.com/endocrine-system-3/,,UBERON:0001982,UBERON:2005260,UBERON:0000007,,,,,,,,,,,,,secondary capillary plexus of anterior pituitary gland,secondary capillary plexus of anterior pituitary gland,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;superior hypophyseal artery;external primary capillary plexus of median eminence;internal primary capillary plexus of median eminence;long portal vessel of pituitary gland;secondary capillary plexus of anterior pituitary gland,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;internal carotid artery;internal carotid artery;UBERON:0001532;superior hypophyseal artery;superior hypophysial artery;UBERON:0035404;external primary capillary plexus of median eminence;;;internal primary capillary plexus of median eminence;;;long portal vessel of pituitary gland;Hypophysial long portal vein;fma0327575;secondary capillary plexus of anterior pituitary gland;;
